"tick","Normal_Count","Infected_Count","Recovered_Count","Dead_Count"
1.0,500,2,0,0
2.0,500,2,0,0
3.0,500,2,0,0
4.0,500,2,0,0
5.0,500,2,0,0
6.0,500,2,0,0
7.0,500,2,0,0
8.0,499,3,0,0
9.0,499,3,0,0
10.0,498,4,0,0
11.0,497,5,0,0
12.0,497,5,0,0
13.0,497,5,0,0
14.0,497,5,0,0
15.0,497,5,0,0
16.0,497,5,0,0
17.0,495,7,0,0
18.0,495,7,0,0
19.0,493,9,0,0
20.0,493,9,0,0
21.0,492,10,0,0
22.0,492,10,0,0
23.0,491,11,0,0
24.0,489,13,0,0
25.0,488,13,1,0
26.0,488,13,1,0
27.0,487,14,1,0
28.0,487,14,1,0
29.0,486,15,1,0
30.0,485,16,1,0
31.0,483,18,1,0
32.0,481,20,1,0
33.0,480,21,1,0
34.0,479,22,1,0
35.0,475,26,1,0
36.0,473,28,1,0
37.0,471,30,1,0
38.0,470,30,1,1
39.0,468,32,1,1
40.0,467,33,1,1
41.0,466,34,1,1
42.0,462,38,1,1
43.0,460,40,1,1
44.0,458,42,1,1
45.0,458,42,1,1
46.0,457,43,1,1
47.0,455,45,1,1
48.0,453,46,2,1
49.0,452,46,3,1
50.0,449,47,3,3
51.0,446,50,3,3
52.0,442,54,3,3
53.0,441,55,3,3
54.0,439,57,3,3
55.0,437,59,3,3
56.0,436,59,3,4
57.0,433,62,3,4
58.0,429,65,3,5
59.0,424,70,3,5
60.0,421,72,4,5
61.0,416,77,4,5
62.0,416,76,5,5
63.0,410,81,6,5
64.0,409,82,6,5
65.0,409,81,7,5
66.0,408,82,7,5
67.0,405,84,7,6
68.0,402,87,7,6
69.0,395,93,7,7
70.0,395,92,7,8
71.0,391,95,7,9
72.0,390,95,8,9
73.0,388,96,8,10
74.0,385,98,8,11
75.0,385,97,9,11
76.0,380,101,9,12
77.0,376,105,9,12
78.0,371,106,13,12
79.0,364,112,13,13
80.0,359,117,13,13
81.0,354,120,14,14
82.0,354,119,15,14
83.0,350,120,17,15
84.0,348,121,17,16
85.0,348,121,17,16
86.0,346,122,17,17
87.0,345,122,18,17
88.0,342,123,19,18
89.0,340,124,20,18
90.0,335,126,22,19
91.0,333,123,25,21
92.0,330,125,25,22
93.0,329,124,26,23
94.0,328,123,27,24
95.0,328,123,27,24
96.0,324,124,29,25
97.0,321,126,29,26
98.0,320,127,29,26
99.0,318,128,29,27
100.0,313,129,31,29
101.0,313,123,35,31
102.0,309,126,36,31
103.0,305,129,37,31
104.0,303,128,39,32
105.0,301,127,41,33
106.0,299,127,42,34
107.0,295,128,44,35
108.0,292,128,47,35
109.0,291,129,47,35
110.0,289,128,49,36
111.0,286,129,51,36
112.0,282,130,54,36
113.0,280,128,56,38
114.0,279,125,58,40
115.0,276,118,65,43
116.0,275,118,65,44
117.0,272,117,68,45
118.0,271,116,68,47
119.0,270,115,69,48
120.0,264,119,71,48
121.0,263,118,72,49
122.0,263,111,77,51
123.0,262,107,82,51
124.0,256,113,82,51
125.0,253,113,84,52
126.0,249,114,86,53
127.0,247,116,86,53
128.0,242,113,90,57
129.0,236,115,92,59
130.0,233,117,93,59
131.0,231,118,94,59
132.0,229,111,101,61
133.0,226,111,104,61
134.0,223,111,107,61
135.0,221,110,109,62
136.0,219,108,113,62
137.0,219,101,116,66
138.0,217,99,118,68
139.0,215,97,120,70
140.0,212,99,121,70
141.0,209,101,122,70
142.0,209,97,124,72
143.0,209,92,126,75
144.0,208,93,126,75
145.0,207,90,130,75
146.0,205,92,130,75
147.0,202,92,132,76
148.0,199,95,132,76
149.0,198,94,133,77
150.0,198,93,133,78
151.0,196,94,134,78
152.0,194,93,137,78
153.0,193,92,138,79
154.0,191,93,139,79
155.0,190,90,143,79
156.0,189,88,145,80
157.0,189,86,146,81
158.0,187,88,146,81
159.0,186,87,147,82
160.0,181,90,149,82
161.0,181,87,149,85
162.0,180,84,151,87
163.0,180,84,151,87
164.0,178,85,151,88
165.0,177,85,152,88
166.0,173,89,152,88
167.0,170,90,153,89
168.0,168,90,155,89
169.0,166,91,156,89
170.0,163,90,158,91
171.0,162,89,159,92
172.0,161,87,161,93
173.0,161,85,163,93
174.0,159,84,165,94
175.0,157,85,165,95
176.0,156,84,166,96
177.0,155,84,166,97
178.0,155,83,167,97
179.0,152,86,167,97
180.0,152,83,170,97
181.0,151,81,173,97
182.0,149,80,174,99
183.0,148,78,176,100
184.0,148,75,178,101
185.0,147,72,182,101
186.0,145,72,184,101
187.0,144,72,185,101
188.0,143,70,187,102
189.0,141,70,188,103
190.0,140,69,188,105
191.0,139,68,190,105
192.0,138,69,190,105
193.0,136,68,193,105
194.0,135,65,194,108
195.0,134,66,194,108
196.0,134,65,194,109
197.0,134,63,195,110
198.0,133,64,195,110
199.0,133,62,195,112
200.0,133,58,196,115
201.0,132,59,196,115
202.0,130,60,197,115
203.0,129,58,199,116
204.0,127,57,201,117
205.0,126,57,202,117
206.0,124,59,202,117
207.0,122,58,204,118
208.0,120,58,206,118
209.0,120,57,206,119
210.0,119,57,207,119
211.0,118,57,208,119
212.0,117,54,211,120
213.0,117,52,213,120
214.0,117,48,216,121
215.0,117,48,216,121
216.0,117,48,216,121
217.0,117,47,216,122
218.0,116,47,217,122
219.0,116,44,219,123
220.0,116,44,219,123
221.0,115,39,223,125
222.0,115,38,224,125
223.0,114,36,227,125
224.0,114,33,228,127
225.0,113,34,228,127
226.0,112,35,228,127
227.0,112,35,228,127
228.0,112,35,228,127
229.0,112,32,229,129
230.0,112,31,230,129
231.0,112,30,231,129
232.0,112,29,232,129
233.0,112,29,232,129
234.0,112,28,233,129
235.0,112,28,233,129
236.0,112,26,235,129
237.0,112,26,235,129
238.0,112,26,235,129
239.0,112,25,235,130
240.0,111,24,236,131
241.0,111,23,237,131
242.0,111,22,237,132
243.0,111,19,240,132
244.0,111,16,242,133
245.0,111,15,243,133
246.0,111,15,243,133
247.0,111,15,243,133
248.0,111,14,243,134
249.0,111,14,243,134
250.0,111,14,243,134
251.0,111,14,243,134
252.0,110,15,243,134
253.0,110,15,243,134
254.0,110,15,243,134
255.0,110,15,243,134
256.0,110,15,243,134
257.0,110,13,245,134
258.0,110,12,246,134
259.0,110,10,248,134
260.0,110,9,248,135
261.0,110,9,248,135
262.0,110,7,249,136
263.0,110,5,251,136
264.0,110,5,251,136
265.0,110,5,251,136
266.0,110,4,251,137
267.0,110,3,252,137
268.0,110,3,252,137
269.0,110,3,252,137
270.0,110,3,252,137
271.0,109,4,252,137
272.0,108,5,252,137
273.0,108,5,252,137
274.0,108,5,252,137
275.0,108,5,252,137
276.0,108,5,252,137
277.0,108,5,252,137
278.0,107,5,253,137
279.0,107,5,253,137
280.0,107,5,253,137
281.0,107,5,253,137
282.0,106,6,253,137
283.0,106,6,253,137
284.0,106,6,253,137
285.0,106,6,253,137
286.0,106,6,253,137
287.0,106,6,253,137
288.0,104,8,253,137
289.0,103,9,253,137
290.0,103,9,253,137
291.0,102,10,253,137
292.0,102,10,253,137
293.0,102,10,253,137
294.0,102,9,253,138
295.0,102,9,253,138
296.0,102,9,253,138
297.0,101,10,253,138
298.0,101,10,253,138
299.0,101,10,253,138
300.0,101,10,253,138
301.0,101,10,253,138
302.0,101,10,253,138
303.0,101,10,253,138
304.0,101,10,253,138
305.0,101,9,254,138
306.0,101,9,254,138
307.0,100,10,254,138
308.0,100,10,254,138
309.0,98,12,254,138
310.0,98,12,254,138
311.0,98,12,254,138
312.0,98,11,255,138
313.0,98,11,255,138
314.0,98,11,255,138
315.0,98,11,255,138
316.0,98,11,255,138
317.0,97,12,255,138
318.0,97,12,255,138
319.0,95,14,255,138
320.0,95,14,255,138
321.0,95,14,255,138
322.0,95,14,255,138
323.0,95,13,256,138
324.0,95,13,256,138
325.0,95,13,256,138
326.0,95,11,257,139
327.0,95,11,257,139
328.0,95,11,257,139
329.0,95,11,257,139
330.0,95,11,257,139
331.0,95,11,257,139
332.0,95,11,257,139
333.0,95,10,257,140
334.0,95,10,257,140
335.0,94,10,257,141
336.0,94,8,259,141
337.0,94,8,259,141
338.0,94,7,260,141
339.0,94,7,260,141
340.0,94,7,260,141
341.0,94,7,260,141
342.0,94,6,261,141
343.0,94,6,261,141
344.0,94,6,261,141
345.0,94,6,261,141
346.0,94,5,262,141
347.0,94,5,262,141
348.0,94,4,262,142
349.0,94,4,262,142
350.0,94,4,262,142
351.0,94,3,262,143
352.0,94,3,262,143
353.0,94,3,262,143
354.0,94,2,262,144
355.0,94,2,262,144
356.0,94,2,262,144
357.0,94,2,262,144
358.0,94,2,262,144
359.0,94,2,262,144
360.0,94,2,262,144
361.0,94,2,262,144
362.0,94,1,263,144
363.0,94,1,263,144
364.0,94,1,263,144
365.0,94,1,263,144
366.0,94,1,263,144
367.0,94,1,263,144
368.0,94,1,263,144
369.0,94,1,263,144
370.0,94,1,263,144
371.0,94,0,264,144
372.0,94,0,264,144
373.0,94,0,264,144
374.0,94,0,264,144
375.0,94,0,264,144
376.0,94,0,264,144
377.0,94,0,264,144
378.0,94,0,264,144
379.0,94,0,264,144
380.0,94,0,264,144
381.0,94,0,264,144
382.0,94,0,264,144
383.0,94,0,264,144
384.0,94,0,264,144
385.0,94,0,264,144
386.0,94,0,264,144
387.0,94,0,264,144
388.0,94,0,264,144
389.0,94,0,264,144
390.0,94,0,264,144
391.0,94,0,264,144
392.0,94,0,264,144
393.0,94,0,264,144
394.0,94,0,264,144
395.0,94,0,264,144
396.0,94,0,264,144
397.0,94,0,264,144
398.0,94,0,264,144
399.0,94,0,264,144
400.0,94,0,264,144
