"tick","Normal_Count","Infected_Count","Recovered_Count","Dead_Count"
1.0,500,2,0,0
2.0,500,2,0,0
3.0,500,2,0,0
4.0,500,2,0,0
5.0,500,2,0,0
6.0,500,2,0,0
7.0,500,2,0,0
8.0,500,2,0,0
9.0,500,2,0,0
10.0,499,3,0,0
11.0,499,3,0,0
12.0,499,3,0,0
13.0,499,3,0,0
14.0,499,3,0,0
15.0,499,3,0,0
16.0,498,4,0,0
17.0,498,4,0,0
18.0,498,4,0,0
19.0,498,4,0,0
20.0,498,4,0,0
21.0,498,4,0,0
22.0,498,4,0,0
23.0,498,4,0,0
24.0,498,4,0,0
25.0,498,4,0,0
26.0,498,4,0,0
27.0,497,5,0,0
28.0,496,6,0,0
29.0,495,7,0,0
30.0,494,8,0,0
31.0,494,8,0,0
32.0,494,8,0,0
33.0,494,8,0,0
34.0,494,8,0,0
35.0,494,8,0,0
36.0,494,8,0,0
37.0,494,8,0,0
38.0,494,8,0,0
39.0,493,9,0,0
40.0,492,10,0,0
41.0,492,10,0,0
42.0,492,10,0,0
43.0,492,10,0,0
44.0,491,11,0,0
45.0,491,11,0,0
46.0,491,11,0,0
47.0,491,11,0,0
48.0,488,14,0,0
49.0,488,14,0,0
50.0,487,15,0,0
51.0,485,17,0,0
52.0,484,18,0,0
53.0,483,19,0,0
54.0,483,19,0,0
55.0,482,19,1,0
56.0,482,17,2,1
57.0,481,18,2,1
58.0,481,18,2,1
59.0,481,18,2,1
60.0,480,19,2,1
61.0,479,20,2,1
62.0,477,22,2,1
63.0,477,22,2,1
64.0,476,22,2,2
65.0,476,22,2,2
66.0,475,23,2,2
67.0,474,24,2,2
68.0,474,22,4,2
69.0,474,21,5,2
70.0,474,21,5,2
71.0,474,21,5,2
72.0,474,21,5,2
73.0,474,21,5,2
74.0,472,23,5,2
75.0,471,23,5,3
76.0,470,24,5,3
77.0,469,24,6,3
78.0,469,24,6,3
79.0,468,25,6,3
80.0,467,25,7,3
81.0,467,25,7,3
82.0,466,25,8,3
83.0,466,25,8,3
84.0,466,24,9,3
85.0,466,22,9,5
86.0,466,22,9,5
87.0,465,23,9,5
88.0,465,22,9,6
89.0,465,22,9,6
90.0,462,25,9,6
91.0,462,25,9,6
92.0,462,25,9,6
93.0,461,25,10,6
94.0,460,26,10,6
95.0,460,26,10,6
96.0,459,26,10,7
97.0,458,27,10,7
98.0,456,29,10,7
99.0,452,33,10,7
100.0,451,34,10,7
101.0,451,33,10,8
102.0,449,34,11,8
103.0,449,33,12,8
104.0,448,33,12,9
105.0,447,34,12,9
106.0,445,34,13,10
107.0,442,36,14,10
108.0,442,35,15,10
109.0,442,35,15,10
110.0,442,35,15,10
111.0,437,40,15,10
112.0,435,41,16,10
113.0,435,41,16,10
114.0,434,41,17,10
115.0,433,42,17,10
116.0,432,42,18,10
117.0,432,42,18,10
118.0,432,41,18,11
119.0,431,42,18,11
120.0,430,43,18,11
121.0,427,46,18,11
122.0,426,47,18,11
123.0,424,49,18,11
124.0,422,51,18,11
125.0,421,52,18,11
126.0,420,52,19,11
127.0,419,53,19,11
128.0,418,54,19,11
129.0,417,55,19,11
130.0,413,59,19,11
131.0,411,59,21,11
132.0,410,58,22,12
133.0,408,59,23,12
134.0,407,60,23,12
135.0,405,60,24,13
136.0,405,60,24,13
137.0,403,61,25,13
138.0,398,64,25,15
139.0,393,69,25,15
140.0,391,71,25,15
141.0,390,72,25,15
142.0,388,74,25,15
143.0,387,74,26,15
144.0,386,74,26,16
145.0,385,74,26,17
146.0,384,74,27,17
147.0,382,75,28,17
148.0,381,75,29,17
149.0,380,74,30,18
150.0,375,76,32,19
151.0,373,76,34,19
152.0,370,76,37,19
153.0,365,79,39,19
154.0,364,80,39,19
155.0,361,80,40,21
156.0,359,81,41,21
157.0,359,81,41,21
158.0,357,83,41,21
159.0,357,82,42,21
160.0,354,83,43,22
161.0,351,85,44,22
162.0,348,84,45,25
163.0,343,87,47,25
164.0,339,89,49,25
165.0,335,91,51,25
166.0,331,93,52,26
167.0,330,93,53,26
168.0,325,97,53,27
169.0,320,99,54,29
170.0,315,104,54,29
171.0,313,105,54,30
172.0,309,108,55,30
173.0,303,114,55,30
174.0,298,117,56,31
175.0,294,120,57,31
176.0,289,124,58,31
177.0,285,123,60,34
178.0,283,122,61,36
179.0,280,122,64,36
180.0,278,122,66,36
181.0,274,125,67,36
182.0,271,127,68,36
183.0,266,129,70,37
184.0,262,131,72,37
185.0,258,132,74,38
186.0,253,136,74,39
187.0,248,140,75,39
188.0,247,136,79,40
189.0,241,142,79,40
190.0,238,144,79,41
191.0,235,145,81,41
192.0,232,147,82,41
193.0,230,147,83,42
194.0,223,151,85,43
195.0,218,152,87,45
196.0,218,150,89,45
197.0,215,152,90,45
198.0,213,153,91,45
199.0,211,151,95,45
200.0,209,152,96,45
201.0,207,152,96,47
202.0,205,149,98,50
203.0,201,151,99,51
204.0,195,156,100,51
205.0,191,157,103,51
206.0,188,159,103,52
207.0,184,161,105,52
208.0,177,164,106,55
209.0,176,163,108,55
210.0,171,164,110,57
211.0,169,163,112,58
212.0,166,164,112,60
213.0,163,161,115,63
214.0,161,162,116,63
215.0,157,159,122,64
216.0,153,160,125,64
217.0,147,162,129,64
218.0,145,158,133,66
219.0,145,156,134,67
220.0,144,152,139,67
221.0,143,148,141,70
222.0,142,143,145,72
223.0,141,143,146,72
224.0,139,140,149,74
225.0,138,140,150,74
226.0,137,137,153,75
227.0,137,133,156,76
228.0,134,136,156,76
229.0,133,130,160,79
230.0,132,124,163,83
231.0,131,120,167,84
232.0,128,120,169,85
233.0,126,117,173,86
234.0,125,113,177,87
235.0,124,112,178,88
236.0,122,112,178,90
237.0,120,110,182,90
238.0,117,112,183,90
239.0,115,113,184,90
240.0,113,112,186,91
241.0,110,107,191,94
242.0,109,106,191,96
243.0,105,103,195,99
244.0,103,101,198,100
245.0,100,102,199,101
246.0,100,98,203,101
247.0,99,95,206,102
248.0,98,95,207,102
249.0,97,91,212,102
250.0,97,87,214,104
251.0,96,87,215,104
252.0,95,86,216,105
253.0,94,82,221,105
254.0,94,79,222,107
255.0,93,78,222,109
256.0,93,77,222,110
257.0,93,74,223,112
258.0,93,73,224,112
259.0,92,71,227,112
260.0,91,69,229,113
261.0,90,69,230,113
262.0,90,67,231,114
263.0,90,64,234,114
264.0,90,60,237,115
265.0,89,58,239,116
266.0,89,56,241,116
267.0,88,56,242,116
268.0,88,55,242,117
269.0,88,53,244,117
270.0,88,52,244,118
271.0,87,52,245,118
272.0,87,51,246,118
273.0,87,50,247,118
274.0,87,50,247,118
275.0,87,47,249,119
276.0,87,44,251,120
277.0,87,43,252,120
278.0,87,41,253,121
279.0,87,41,253,121
280.0,87,39,255,121
281.0,87,36,256,123
282.0,87,36,256,123
283.0,87,35,257,123
284.0,87,35,257,123
285.0,87,33,257,125
286.0,87,29,258,128
287.0,87,28,258,129
288.0,87,28,258,129
289.0,87,26,259,130
290.0,87,24,260,131
291.0,87,23,261,131
292.0,87,23,261,131
293.0,87,20,264,131
294.0,87,20,264,131
295.0,87,17,266,132
296.0,87,17,266,132
297.0,87,16,267,132
298.0,87,12,270,133
299.0,87,11,271,133
300.0,87,11,271,133
301.0,87,11,271,133
302.0,87,9,272,134
303.0,87,8,273,134
304.0,87,7,274,134
305.0,87,7,274,134
306.0,87,7,274,134
307.0,87,6,275,134
308.0,87,6,275,134
309.0,87,6,275,134
310.0,87,6,275,134
311.0,87,5,276,134
312.0,87,4,277,134
313.0,87,4,277,134
314.0,87,4,277,134
315.0,87,3,278,134
316.0,87,3,278,134
317.0,87,3,278,134
318.0,87,1,279,135
319.0,87,1,279,135
320.0,87,1,279,135
321.0,87,1,279,135
322.0,87,1,279,135
323.0,87,1,279,135
324.0,87,1,279,135
325.0,87,1,279,135
326.0,87,1,279,135
327.0,87,1,279,135
328.0,87,1,279,135
329.0,87,0,280,135
330.0,87,0,280,135
331.0,87,0,280,135
332.0,87,0,280,135
333.0,87,0,280,135
334.0,87,0,280,135
335.0,87,0,280,135
336.0,87,0,280,135
337.0,87,0,280,135
338.0,87,0,280,135
339.0,87,0,280,135
340.0,87,0,280,135
341.0,87,0,280,135
342.0,87,0,280,135
343.0,87,0,280,135
344.0,87,0,280,135
345.0,87,0,280,135
346.0,87,0,280,135
347.0,87,0,280,135
348.0,87,0,280,135
349.0,87,0,280,135
350.0,87,0,280,135
351.0,87,0,280,135
352.0,87,0,280,135
353.0,87,0,280,135
354.0,87,0,280,135
355.0,87,0,280,135
356.0,87,0,280,135
357.0,87,0,280,135
358.0,87,0,280,135
359.0,87,0,280,135
360.0,87,0,280,135
361.0,87,0,280,135
362.0,87,0,280,135
363.0,87,0,280,135
364.0,87,0,280,135
365.0,87,0,280,135
366.0,87,0,280,135
367.0,87,0,280,135
368.0,87,0,280,135
369.0,87,0,280,135
370.0,87,0,280,135
371.0,87,0,280,135
372.0,87,0,280,135
373.0,87,0,280,135
374.0,87,0,280,135
375.0,87,0,280,135
376.0,87,0,280,135
377.0,87,0,280,135
378.0,87,0,280,135
379.0,87,0,280,135
380.0,87,0,280,135
381.0,87,0,280,135
382.0,87,0,280,135
383.0,87,0,280,135
384.0,87,0,280,135
385.0,87,0,280,135
386.0,87,0,280,135
387.0,87,0,280,135
388.0,87,0,280,135
389.0,87,0,280,135
390.0,87,0,280,135
391.0,87,0,280,135
392.0,87,0,280,135
393.0,87,0,280,135
394.0,87,0,280,135
395.0,87,0,280,135
396.0,87,0,280,135
397.0,87,0,280,135
398.0,87,0,280,135
399.0,87,0,280,135
400.0,87,0,280,135
