Dead_Count,Infected_Count,Normal_Count,Recovered_Count,tick
0.0,2.2,499.8,0.0,0.5
0.0,2.8,499.2,0.0,1.0
0.0,3.0,499.0,0.0,1.5
0.0,3.4,498.6,0.0,2.0
0.0,4.2,497.8,0.0,2.5
0.0,4.6,497.4,0.0,3.0
0.0,4.6,497.4,0.0,3.5
0.0,4.4,497.4,0.2,4.0
0.0,4.6,497.2,0.2,4.5
0.0,5.0,496.8,0.2,5.0
0.0,5.2,496.6,0.2,5.5
0.0,5.6,496.0,0.4,6.0
0.0,6.0,495.6,0.4,6.5
0.0,6.4,495.2,0.4,7.0
0.0,6.8,494.8,0.4,7.5
0.0,7.2,494.4,0.4,8.0
0.0,7.2,494.2,0.6,8.5
0.0,7.8,493.6,0.6,9.0
0.0,8.0,493.4,0.6,9.5
0.0,8.4,493.0,0.6,10.0
0.0,8.6,492.6,0.8,10.5
0.0,8.6,492.4,1.0,11.0
0.0,8.6,492.2,1.2,11.5
0.0,8.8,491.8,1.4,12.0
0.0,9.2,491.4,1.4,12.5
0.0,9.6,490.8,1.6,13.0
0.0,9.2,490.8,2.0,13.5
0.0,9.6,490.4,2.0,14.0
0.0,9.8,490.2,2.0,14.5
0.0,9.8,489.8,2.4,15.0
0.0,9.6,489.4,3.0,15.5
0.0,9.6,489.2,3.2,16.0
0.0,9.8,488.8,3.4,16.5
0.0,10.2,488.2,3.6,17.0
0.0,11.0,487.4,3.6,17.5
0.0,11.6,486.8,3.6,18.0
0.0,12.0,486.4,3.6,18.5
0.0,12.4,485.8,3.8,19.0
0.0,11.8,485.6,4.6,19.5
0.2,12.0,485.2,4.6,20.0
0.2,12.0,485.0,4.8,20.5
0.2,12.0,484.8,5.0,21.0
0.4,11.8,484.8,5.0,21.5
0.4,12.0,484.6,5.0,22.0
0.4,12.0,484.6,5.0,22.5
0.8,11.6,484.2,5.4,23.0
1.0,11.4,484.2,5.4,23.5
1.6,11.0,484.0,5.4,24.0
1.8,11.2,483.6,5.4,24.5
1.8,11.2,483.6,5.4,25.0
2.0,11.0,483.4,5.6,25.5
2.4,10.4,483.4,5.8,26.0
2.6,10.2,483.2,6.0,26.5
2.6,9.6,483.2,6.6,27.0
2.6,9.8,483.0,6.6,27.5
2.6,9.6,483.0,6.8,28.0
2.6,9.4,482.8,7.2,28.5
2.6,9.4,482.6,7.4,29.0
2.8,9.4,482.4,7.4,29.5
3.2,9.0,482.2,7.6,30.0
3.2,9.4,481.8,7.6,30.5
3.2,9.4,481.6,7.8,31.0
3.4,9.8,481.0,7.8,31.5
3.6,9.6,480.8,8.0,32.0
3.8,9.6,480.4,8.2,32.5
3.8,10.2,479.8,8.2,33.0
4.2,10.4,479.0,8.4,33.5
4.4,10.4,478.6,8.6,34.0
4.6,10.0,478.4,9.0,34.5
4.6,9.6,478.4,9.4,35.0
4.6,10.0,477.8,9.6,35.5
4.8,9.8,477.4,10.0,36.0
4.8,9.8,477.0,10.4,36.5
4.8,9.8,477.0,10.4,37.0
4.8,9.6,476.8,10.8,37.5
4.8,10.2,476.2,10.8,38.0
4.8,10.2,476.0,11.0,38.5
4.8,10.6,475.6,11.0,39.0
5.0,10.4,475.4,11.2,39.5
5.0,10.6,474.8,11.6,40.0
5.0,10.0,474.4,12.6,40.5
5.2,10.2,474.0,12.6,41.0
5.6,9.4,474.0,13.0,41.5
5.6,9.4,473.8,13.2,42.0
5.8,9.2,473.6,13.4,42.5
6.2,8.4,473.6,13.8,43.0
6.2,8.8,473.2,13.8,43.5
6.2,9.0,473.0,13.8,44.0
6.2,8.6,472.6,14.6,44.5
6.2,8.2,472.6,15.0,45.0
6.2,8.4,472.4,15.0,45.5
6.2,8.6,472.2,15.0,46.0
6.2,8.2,472.2,15.4,46.5
6.4,8.0,472.2,15.4,47.0
6.8,7.6,472.0,15.6,47.5
7.0,7.2,472.0,15.8,48.0
7.0,6.8,472.0,16.2,48.5
7.0,6.8,472.0,16.2,49.0
7.0,7.0,471.6,16.4,49.5
7.0,7.2,471.4,16.4,50.0
7.0,6.8,471.4,16.8,50.5
7.2,6.6,471.4,16.8,51.0
7.2,6.8,471.2,16.8,51.5
7.2,6.6,471.2,17.0,52.0
7.2,6.6,471.2,17.0,52.5
7.2,6.8,471.0,17.0,53.0
7.2,6.6,471.0,17.2,53.5
7.2,6.6,470.8,17.4,54.0
7.2,6.6,470.8,17.4,54.5
7.2,6.8,470.6,17.4,55.0
7.2,7.0,470.4,17.4,55.5
7.2,7.0,470.2,17.6,56.0
7.2,7.2,469.8,17.8,56.5
7.2,7.0,469.6,18.2,57.0
7.2,7.0,469.6,18.2,57.5
7.2,6.8,469.6,18.4,58.0
7.2,7.0,469.4,18.4,58.5
7.4,6.6,469.4,18.6,59.0
7.4,6.2,469.4,19.0,59.5
7.4,5.6,469.4,19.6,60.0
7.4,5.4,469.4,19.8,60.5
7.6,5.2,469.4,19.8,61.0
7.8,5.0,469.4,19.8,61.5
7.8,5.0,469.4,19.8,62.0
8.0,4.8,469.2,20.0,62.5
8.2,4.6,469.0,20.2,63.0
8.2,4.8,468.8,20.2,63.5
8.4,4.4,468.8,20.4,64.0
8.4,4.4,468.8,20.4,64.5
8.4,4.4,468.8,20.4,65.0
8.4,4.2,468.8,20.6,65.5
8.4,4.0,468.8,20.8,66.0
8.4,3.6,468.8,21.2,66.5
8.4,3.6,468.8,21.2,67.0
8.6,3.6,468.6,21.2,67.5
8.6,3.6,468.6,21.2,68.0
8.6,3.8,468.4,21.2,68.5
8.6,4.0,468.2,21.2,69.0
8.6,4.0,468.0,21.4,69.5
8.6,4.0,468.0,21.4,70.0
8.6,4.0,468.0,21.4,70.5
8.6,4.2,467.8,21.4,71.0
8.6,4.2,467.8,21.4,71.5
8.6,4.2,467.6,21.6,72.0
8.6,4.2,467.6,21.6,72.5
8.8,4.0,467.6,21.6,73.0
8.8,4.0,467.4,21.8,73.5
9.0,4.0,467.2,21.8,74.0
9.0,4.0,467.0,22.0,74.5
9.0,4.0,467.0,22.0,75.0
9.0,4.0,466.8,22.2,75.5
9.2,3.8,466.6,22.4,76.0
9.4,4.0,466.2,22.4,76.5
9.4,4.4,465.8,22.4,77.0
9.4,4.8,465.4,22.4,77.5
9.6,4.6,465.4,22.4,78.0
9.6,4.8,465.2,22.4,78.5
9.6,4.8,465.2,22.4,79.0
9.6,5.0,465.0,22.4,79.5
9.6,5.0,465.0,22.4,80.0
9.6,5.2,464.8,22.4,80.5
9.6,5.2,464.8,22.4,81.0
9.6,5.2,464.6,22.6,81.5
9.6,5.8,464.0,22.6,82.0
9.6,5.8,464.0,22.6,82.5
9.8,5.6,463.8,22.8,83.0
9.8,5.6,463.8,22.8,83.5
9.8,5.8,463.6,22.8,84.0
9.8,5.8,463.6,22.8,84.5
9.8,6.0,463.4,22.8,85.0
9.8,5.8,463.4,23.0,85.5
9.8,6.0,463.2,23.0,86.0
10.2,5.4,463.2,23.2,86.5
10.4,5.0,463.0,23.6,87.0
10.4,5.0,463.0,23.6,87.5
10.4,5.0,463.0,23.6,88.0
10.4,4.4,463.0,24.2,88.5
10.6,4.2,463.0,24.2,89.0
10.6,4.2,463.0,24.2,89.5
10.6,4.4,462.8,24.2,90.0
10.6,4.6,462.6,24.2,90.5
10.6,4.6,462.6,24.2,91.0
10.6,4.8,462.4,24.2,91.5
10.8,4.8,462.2,24.2,92.0
10.8,4.8,462.2,24.2,92.5
10.8,4.8,462.2,24.2,93.0
10.8,5.0,462.0,24.2,93.5
10.8,4.8,462.0,24.4,94.0
10.8,5.2,461.6,24.4,94.5
10.8,5.4,461.4,24.4,95.0
11.0,5.2,461.4,24.4,95.5
11.0,5.0,461.4,24.6,96.0
11.0,5.2,461.2,24.6,96.5
11.0,5.6,460.8,24.6,97.0
11.0,6.0,460.4,24.6,97.5
11.0,5.8,460.4,24.8,98.0
11.0,6.4,459.8,24.8,98.5
11.0,6.8,459.4,24.8,99.0
11.0,6.8,459.4,24.8,99.5
11.0,6.8,459.4,24.8,100.0
11.4,6.4,459.4,24.8,100.5
11.4,6.2,459.4,25.0,101.0
11.6,6.0,459.2,25.2,101.5
11.6,5.4,459.2,25.8,102.0
11.6,5.4,459.0,26.0,102.5
11.6,5.4,459.0,26.0,103.0
11.6,5.2,459.0,26.2,103.5
11.6,5.2,458.8,26.4,104.0
11.6,5.4,458.6,26.4,104.5
11.6,5.8,458.2,26.4,105.0
11.6,5.6,458.2,26.6,105.5
11.6,5.4,458.2,26.8,106.0
11.6,5.4,458.0,27.0,106.5
11.6,5.0,458.0,27.4,107.0
11.6,4.8,458.0,27.6,107.5
11.6,4.8,458.0,27.6,108.0
11.6,4.8,458.0,27.6,108.5
11.6,4.2,458.0,28.2,109.0
11.6,4.2,458.0,28.2,109.5
11.6,4.0,458.0,28.4,110.0
11.6,3.8,458.0,28.6,110.5
11.6,3.8,458.0,28.6,111.0
11.6,3.8,458.0,28.6,111.5
11.6,3.6,458.0,28.8,112.0
11.6,3.6,458.0,28.8,112.5
11.6,3.6,458.0,28.8,113.0
11.6,3.4,458.0,29.0,113.5
11.6,3.4,458.0,29.0,114.0
11.6,3.4,458.0,29.0,114.5
11.6,3.4,458.0,29.0,115.0
11.6,3.4,458.0,29.0,115.5
11.6,3.2,458.0,29.2,116.0
11.8,3.0,458.0,29.2,116.5
11.8,3.0,458.0,29.2,117.0
11.8,3.0,458.0,29.2,117.5
11.8,3.0,458.0,29.2,118.0
11.8,2.8,458.0,29.4,118.5
11.8,2.8,458.0,29.4,119.0
12.0,2.4,458.0,29.6,119.5
12.0,2.4,458.0,29.6,120.0
12.2,2.2,458.0,29.6,120.5
12.4,2.0,458.0,29.6,121.0
12.4,2.0,458.0,29.6,121.5
12.6,1.6,458.0,29.8,122.0
12.6,1.6,458.0,29.8,122.5
12.6,1.4,458.0,30.0,123.0
12.6,1.2,458.0,30.2,123.5
12.6,1.2,458.0,30.2,124.0
12.6,1.0,458.0,30.4,124.5
12.6,0.8,458.0,30.6,125.0
12.6,0.0,458.0,31.4,125.5
12.6,0.0,458.0,31.4,126.0
12.6,0.0,458.0,31.4,126.5
12.6,0.0,458.0,31.4,127.0
12.6,0.0,458.0,31.4,127.5
12.6,0.0,458.0,31.4,128.0
12.6,0.0,458.0,31.4,128.5
12.6,0.0,458.0,31.4,129.0
12.6,0.0,458.0,31.4,129.5
12.6,0.0,458.0,31.4,130.0
12.6,0.0,458.0,31.4,130.5
12.6,0.0,458.0,31.4,131.0
12.6,0.0,458.0,31.4,131.5
12.6,0.0,458.0,31.4,132.0
12.6,0.0,458.0,31.4,132.5
12.6,0.0,458.0,31.4,133.0
12.6,0.0,458.0,31.4,133.5
12.6,0.0,458.0,31.4,134.0
12.6,0.0,458.0,31.4,134.5
12.6,0.0,458.0,31.4,135.0
12.6,0.0,458.0,31.4,135.5
12.6,0.0,458.0,31.4,136.0
12.6,0.0,458.0,31.4,136.5
12.6,0.0,458.0,31.4,137.0
12.6,0.0,458.0,31.4,137.5
12.6,0.0,458.0,31.4,138.0
12.6,0.0,458.0,31.4,138.5
12.6,0.0,458.0,31.4,139.0
12.6,0.0,458.0,31.4,139.5
12.6,0.0,458.0,31.4,140.0
12.6,0.0,458.0,31.4,140.5
12.6,0.0,458.0,31.4,141.0
12.6,0.0,458.0,31.4,141.5
12.6,0.0,458.0,31.4,142.0
12.6,0.0,458.0,31.4,142.5
12.6,0.0,458.0,31.4,143.0
12.6,0.0,458.0,31.4,143.5
12.6,0.0,458.0,31.4,144.0
12.6,0.0,458.0,31.4,144.5
12.6,0.0,458.0,31.4,145.0
12.6,0.0,458.0,31.4,145.5
12.6,0.0,458.0,31.4,146.0
12.6,0.0,458.0,31.4,146.5
12.6,0.0,458.0,31.4,147.0
12.6,0.0,458.0,31.4,147.5
12.6,0.0,458.0,31.4,148.0
12.6,0.0,458.0,31.4,148.5
12.6,0.0,458.0,31.4,149.0
12.6,0.0,458.0,31.4,149.5
12.6,0.0,458.0,31.4,150.0
12.6,0.0,458.0,31.4,150.5
12.6,0.0,458.0,31.4,151.0
12.6,0.0,458.0,31.4,151.5
12.6,0.0,458.0,31.4,152.0
12.6,0.0,458.0,31.4,152.5
12.6,0.0,458.0,31.4,153.0
12.6,0.0,458.0,31.4,153.5
12.6,0.0,458.0,31.4,154.0
12.6,0.0,458.0,31.4,154.5
12.6,0.0,458.0,31.4,155.0
12.6,0.0,458.0,31.4,155.5
12.6,0.0,458.0,31.4,156.0
12.6,0.0,458.0,31.4,156.5
12.6,0.0,458.0,31.4,157.0
12.6,0.0,458.0,31.4,157.5
12.6,0.0,458.0,31.4,158.0
12.6,0.0,458.0,31.4,158.5
12.6,0.0,458.0,31.4,159.0
12.6,0.0,458.0,31.4,159.5
12.6,0.0,458.0,31.4,160.0
12.6,0.0,458.0,31.4,160.5
12.6,0.0,458.0,31.4,161.0
12.6,0.0,458.0,31.4,161.5
12.6,0.0,458.0,31.4,162.0
12.6,0.0,458.0,31.4,162.5
12.6,0.0,458.0,31.4,163.0
12.6,0.0,458.0,31.4,163.5
12.6,0.0,458.0,31.4,164.0
12.6,0.0,458.0,31.4,164.5
12.6,0.0,458.0,31.4,165.0
12.6,0.0,458.0,31.4,165.5
12.6,0.0,458.0,31.4,166.0
12.6,0.0,458.0,31.4,166.5
