"tick","Normal_Count","Infected_Count","Recovered_Count","Dead_Count"
1.0,500,2,0,0
2.0,500,2,0,0
3.0,500,2,0,0
4.0,500,2,0,0
5.0,499,3,0,0
6.0,499,3,0,0
7.0,499,3,0,0
8.0,499,3,0,0
9.0,499,3,0,0
10.0,498,4,0,0
11.0,498,4,0,0
12.0,498,4,0,0
13.0,498,4,0,0
14.0,497,5,0,0
15.0,497,5,0,0
16.0,497,5,0,0
17.0,497,5,0,0
18.0,497,5,0,0
19.0,497,5,0,0
20.0,497,5,0,0
21.0,496,6,0,0
22.0,495,7,0,0
23.0,494,8,0,0
24.0,494,8,0,0
25.0,493,9,0,0
26.0,492,10,0,0
27.0,492,10,0,0
28.0,492,10,0,0
29.0,492,10,0,0
30.0,492,10,0,0
31.0,491,11,0,0
32.0,491,11,0,0
33.0,490,12,0,0
34.0,489,13,0,0
35.0,488,14,0,0
36.0,487,15,0,0
37.0,486,16,0,0
38.0,485,17,0,0
39.0,485,17,0,0
40.0,483,19,0,0
41.0,482,20,0,0
42.0,479,23,0,0
43.0,478,24,0,0
44.0,477,25,0,0
45.0,477,22,2,1
46.0,476,22,3,1
47.0,475,22,4,1
48.0,475,22,4,1
49.0,474,23,4,1
50.0,474,22,4,2
51.0,473,22,4,3
52.0,473,22,4,3
53.0,473,22,4,3
54.0,471,24,4,3
55.0,471,24,4,3
56.0,470,25,4,3
57.0,470,24,5,3
58.0,468,25,5,4
59.0,466,27,5,4
60.0,466,27,5,4
61.0,465,27,5,5
62.0,464,28,5,5
63.0,463,29,5,5
64.0,461,31,5,5
65.0,460,31,6,5
66.0,460,31,6,5
67.0,459,32,6,5
68.0,458,33,6,5
69.0,458,32,6,6
70.0,455,35,6,6
71.0,451,39,6,6
72.0,451,37,8,6
73.0,450,37,9,6
74.0,448,39,9,6
75.0,446,41,9,6
76.0,446,38,12,6
77.0,446,37,12,7
78.0,444,37,14,7
79.0,442,38,15,7
80.0,439,41,15,7
81.0,437,42,16,7
82.0,434,45,16,7
83.0,432,47,16,7
84.0,429,50,16,7
85.0,427,52,16,7
86.0,426,53,16,7
87.0,424,54,17,7
88.0,422,55,18,7
89.0,421,56,18,7
90.0,419,58,18,7
91.0,417,58,18,9
92.0,412,61,20,9
93.0,409,63,21,9
94.0,408,64,21,9
95.0,405,67,21,9
96.0,403,69,21,9
97.0,401,69,23,9
98.0,399,70,24,9
99.0,396,73,24,9
100.0,395,73,25,9
101.0,394,73,25,10
102.0,391,75,26,10
103.0,390,75,27,10
104.0,387,78,27,10
105.0,384,80,28,10
106.0,383,80,28,11
107.0,380,82,28,12
108.0,378,81,31,12
109.0,376,82,32,12
110.0,375,82,33,12
111.0,371,86,33,12
112.0,368,89,33,12
113.0,368,89,33,12
114.0,366,89,35,12
115.0,365,89,36,12
116.0,364,87,37,14
117.0,359,89,38,16
118.0,358,89,39,16
119.0,358,87,40,17
120.0,356,89,40,17
121.0,355,87,41,19
122.0,353,87,43,19
123.0,351,87,45,19
124.0,349,86,47,20
125.0,346,87,49,20
126.0,342,89,50,21
127.0,341,90,50,21
128.0,338,92,50,22
129.0,335,94,50,23
130.0,332,92,54,24
131.0,330,92,56,24
132.0,328,92,57,25
133.0,325,93,59,25
134.0,320,96,61,25
135.0,316,99,61,26
136.0,314,99,62,27
137.0,313,98,64,27
138.0,312,98,65,27
139.0,311,95,68,28
140.0,307,94,71,30
141.0,305,95,72,30
142.0,300,98,74,30
143.0,297,100,74,31
144.0,294,101,74,33
145.0,290,101,77,34
146.0,288,103,77,34
147.0,285,104,78,35
148.0,281,107,79,35
149.0,277,108,81,36
150.0,273,109,83,37
151.0,268,113,84,37
152.0,263,118,84,37
153.0,259,119,86,38
154.0,257,117,89,39
155.0,253,118,91,40
156.0,252,116,94,40
157.0,242,124,95,41
158.0,240,123,98,41
159.0,235,127,99,41
160.0,234,127,99,42
161.0,234,125,101,42
162.0,226,132,102,42
163.0,225,131,103,43
164.0,224,131,104,43
165.0,222,131,106,43
166.0,217,132,109,44
167.0,210,139,109,44
168.0,206,142,109,45
169.0,204,141,111,46
170.0,199,145,111,47
171.0,197,145,112,48
172.0,193,147,113,49
173.0,189,150,114,49
174.0,189,147,117,49
175.0,187,147,118,50
176.0,185,146,121,50
177.0,184,146,121,51
178.0,182,146,122,52
179.0,181,145,123,53
180.0,176,147,124,55
181.0,175,145,124,58
182.0,173,145,125,59
183.0,172,144,127,59
184.0,169,142,129,62
185.0,167,138,133,64
186.0,165,134,137,66
187.0,161,134,140,67
188.0,160,131,142,69
189.0,159,127,146,70
190.0,157,128,147,70
191.0,157,124,148,73
192.0,157,122,148,75
193.0,153,126,148,75
194.0,152,127,148,75
195.0,151,127,148,76
196.0,148,126,149,79
197.0,148,124,149,81
198.0,146,121,151,84
199.0,146,116,154,86
200.0,145,112,157,88
201.0,142,112,159,89
202.0,139,113,161,89
203.0,135,117,161,89
204.0,133,112,165,92
205.0,131,108,167,96
206.0,129,109,167,97
207.0,127,106,171,98
208.0,126,107,171,98
209.0,125,106,172,99
210.0,125,101,176,100
211.0,124,100,177,101
212.0,123,95,182,102
213.0,122,91,186,103
214.0,120,90,188,104
215.0,118,87,190,107
216.0,118,86,191,107
217.0,118,82,194,108
218.0,117,81,195,109
219.0,117,77,198,110
220.0,117,73,200,112
221.0,116,72,202,112
222.0,114,73,203,112
223.0,113,72,204,113
224.0,113,68,208,113
225.0,112,68,209,113
226.0,111,66,211,114
227.0,110,66,212,114
228.0,110,64,213,115
229.0,108,63,214,117
230.0,108,61,214,119
231.0,107,61,214,120
232.0,107,59,215,121
233.0,107,56,216,123
234.0,106,53,220,123
235.0,105,51,221,125
236.0,105,51,221,125
237.0,105,49,221,127
238.0,105,46,222,129
239.0,105,45,223,129
240.0,105,44,224,129
241.0,105,42,225,130
242.0,105,40,226,131
243.0,105,40,226,131
244.0,105,33,229,135
245.0,105,32,230,135
246.0,104,32,231,135
247.0,103,32,231,136
248.0,103,31,232,136
249.0,103,31,232,136
250.0,103,30,233,136
251.0,103,30,233,136
252.0,103,29,234,136
253.0,103,29,234,136
254.0,103,29,234,136
255.0,103,26,236,137
256.0,103,24,237,138
257.0,103,21,240,138
258.0,103,20,241,138
259.0,103,18,242,139
260.0,103,16,244,139
261.0,103,15,245,139
262.0,103,13,246,140
263.0,103,13,246,140
264.0,103,13,246,140
265.0,103,13,246,140
266.0,103,13,246,140
267.0,103,13,246,140
268.0,103,12,247,140
269.0,103,12,247,140
270.0,103,12,247,140
271.0,103,10,249,140
272.0,103,9,249,141
273.0,103,9,249,141
274.0,103,9,249,141
275.0,103,6,250,143
276.0,103,6,250,143
277.0,103,4,252,143
278.0,103,4,252,143
279.0,103,3,253,143
280.0,103,3,253,143
281.0,103,3,253,143
282.0,103,3,253,143
283.0,103,2,254,143
284.0,103,2,254,143
285.0,103,1,254,144
286.0,103,1,254,144
287.0,103,0,255,144
288.0,103,0,255,144
289.0,103,0,255,144
290.0,103,0,255,144
291.0,103,0,255,144
292.0,103,0,255,144
293.0,103,0,255,144
294.0,103,0,255,144
295.0,103,0,255,144
296.0,103,0,255,144
297.0,103,0,255,144
298.0,103,0,255,144
299.0,103,0,255,144
300.0,103,0,255,144
301.0,103,0,255,144
302.0,103,0,255,144
303.0,103,0,255,144
304.0,103,0,255,144
305.0,103,0,255,144
306.0,103,0,255,144
307.0,103,0,255,144
308.0,103,0,255,144
309.0,103,0,255,144
310.0,103,0,255,144
311.0,103,0,255,144
312.0,103,0,255,144
313.0,103,0,255,144
314.0,103,0,255,144
315.0,103,0,255,144
316.0,103,0,255,144
317.0,103,0,255,144
318.0,103,0,255,144
319.0,103,0,255,144
320.0,103,0,255,144
321.0,103,0,255,144
322.0,103,0,255,144
323.0,103,0,255,144
324.0,103,0,255,144
325.0,103,0,255,144
326.0,103,0,255,144
327.0,103,0,255,144
328.0,103,0,255,144
329.0,103,0,255,144
330.0,103,0,255,144
331.0,103,0,255,144
332.0,103,0,255,144
333.0,103,0,255,144
334.0,103,0,255,144
335.0,103,0,255,144
336.0,103,0,255,144
337.0,103,0,255,144
338.0,103,0,255,144
339.0,103,0,255,144
340.0,103,0,255,144
341.0,103,0,255,144
342.0,103,0,255,144
343.0,103,0,255,144
344.0,103,0,255,144
345.0,103,0,255,144
346.0,103,0,255,144
347.0,103,0,255,144
348.0,103,0,255,144
349.0,103,0,255,144
350.0,103,0,255,144
351.0,103,0,255,144
352.0,103,0,255,144
353.0,103,0,255,144
354.0,103,0,255,144
355.0,103,0,255,144
356.0,103,0,255,144
357.0,103,0,255,144
358.0,103,0,255,144
359.0,103,0,255,144
360.0,103,0,255,144
361.0,103,0,255,144
362.0,103,0,255,144
363.0,103,0,255,144
364.0,103,0,255,144
365.0,103,0,255,144
366.0,103,0,255,144
367.0,103,0,255,144
368.0,103,0,255,144
369.0,103,0,255,144
370.0,103,0,255,144
371.0,103,0,255,144
372.0,103,0,255,144
373.0,103,0,255,144
374.0,103,0,255,144
375.0,103,0,255,144
376.0,103,0,255,144
377.0,103,0,255,144
378.0,103,0,255,144
379.0,103,0,255,144
380.0,103,0,255,144
381.0,103,0,255,144
382.0,103,0,255,144
383.0,103,0,255,144
384.0,103,0,255,144
385.0,103,0,255,144
386.0,103,0,255,144
387.0,103,0,255,144
388.0,103,0,255,144
389.0,103,0,255,144
390.0,103,0,255,144
391.0,103,0,255,144
392.0,103,0,255,144
393.0,103,0,255,144
394.0,103,0,255,144
395.0,103,0,255,144
396.0,103,0,255,144
397.0,103,0,255,144
398.0,103,0,255,144
399.0,103,0,255,144
400.0,103,0,255,144
