Dead_Count,Infected_Count,Normal_Count,Recovered_Count,tick
0.0,2.2,499.8,0.0,0.5
0.0,3.2,498.8,0.0,1.0
0.0,3.8,498.2,0.0,1.5
0.0,4.4,497.6,0.0,2.0
0.0,4.8,497.2,0.0,2.5
0.0,5.6,496.4,0.0,3.0
0.0,6.6,495.4,0.0,3.5
0.0,7.6,494.4,0.0,4.0
0.0,7.8,494.0,0.2,4.5
0.0,8.0,493.6,0.4,5.0
0.0,8.4,492.8,0.8,5.5
0.0,8.2,492.8,1.0,6.0
0.0,9.0,492.0,1.0,6.5
0.0,10.0,491.0,1.0,7.0
0.0,10.6,490.4,1.0,7.5
0.0,10.6,490.4,1.0,8.0
0.0,11.2,489.8,1.0,8.5
0.0,11.6,489.4,1.0,9.0
0.0,12.2,488.8,1.0,9.5
0.0,13.0,488.0,1.0,10.0
0.0,13.2,487.8,1.0,10.5
0.0,13.2,487.8,1.0,11.0
0.0,13.4,487.6,1.0,11.5
0.0,14.2,486.8,1.0,12.0
0.0,14.8,486.2,1.0,12.5
0.0,15.0,486.0,1.0,13.0
0.0,15.2,485.8,1.0,13.5
0.0,15.8,485.2,1.0,14.0
0.0,16.4,484.6,1.0,14.5
0.0,16.6,484.2,1.2,15.0
0.0,17.4,483.4,1.2,15.5
0.0,18.2,482.6,1.2,16.0
0.0,18.8,482.0,1.2,16.5
0.0,19.0,481.8,1.2,17.0
0.0,19.4,481.2,1.4,17.5
0.4,20.0,480.2,1.4,18.0
0.6,20.8,479.2,1.4,18.5
1.0,20.8,478.8,1.4,19.0
1.0,21.6,478.0,1.4,19.5
1.2,21.8,477.6,1.4,20.0
1.2,22.4,477.0,1.4,20.5
1.4,23.2,476.0,1.4,21.0
1.4,23.4,475.2,2.0,21.5
1.6,22.8,475.0,2.6,22.0
1.8,23.2,474.0,3.0,22.5
2.0,22.4,473.4,4.2,23.0
2.4,22.0,473.0,4.6,23.5
2.4,22.4,472.2,5.0,24.0
2.4,22.6,471.6,5.4,24.5
2.6,23.2,470.6,5.6,25.0
2.8,23.0,470.2,6.0,25.5
