"tick","Normal_Count","Infected_Count","Recovered_Count","Dead_Count"
1.0,499,3,0,0
2.0,499,3,0,0
3.0,499,3,0,0
4.0,499,3,0,0
5.0,499,3,0,0
6.0,499,3,0,0
7.0,499,3,0,0
8.0,499,3,0,0
9.0,499,3,0,0
10.0,498,4,0,0
11.0,498,4,0,0
12.0,497,5,0,0
13.0,497,5,0,0
14.0,497,5,0,0
15.0,497,5,0,0
16.0,496,6,0,0
17.0,496,4,2,0
18.0,496,4,2,0
19.0,496,4,2,0
20.0,496,4,2,0
21.0,496,4,2,0
22.0,496,4,2,0
23.0,495,5,2,0
24.0,495,5,2,0
25.0,495,5,2,0
26.0,494,6,2,0
27.0,494,6,2,0
28.0,493,7,2,0
29.0,493,7,2,0
30.0,493,7,2,0
31.0,493,7,2,0
32.0,491,9,2,0
33.0,491,9,2,0
34.0,489,11,2,0
35.0,489,11,2,0
36.0,489,11,2,0
37.0,489,11,2,0
38.0,489,11,2,0
39.0,489,11,2,0
40.0,489,11,2,0
41.0,489,11,2,0
42.0,489,11,2,0
43.0,489,9,4,0
44.0,489,8,5,0
45.0,489,8,5,0
46.0,489,8,5,0
47.0,489,8,5,0
48.0,489,8,5,0
49.0,488,9,5,0
50.0,488,9,5,0
51.0,487,10,5,0
52.0,487,10,5,0
53.0,487,10,5,0
54.0,487,10,5,0
55.0,487,10,5,0
56.0,487,10,5,0
57.0,487,9,6,0
58.0,486,10,6,0
59.0,486,10,6,0
60.0,485,11,6,0
61.0,485,11,6,0
62.0,485,11,6,0
63.0,485,11,6,0
64.0,485,11,6,0
65.0,485,11,6,0
66.0,485,10,7,0
67.0,485,10,7,0
68.0,485,10,7,0
69.0,485,10,7,0
70.0,485,8,8,1
71.0,485,7,9,1
72.0,485,7,9,1
73.0,485,7,9,1
74.0,485,6,10,1
75.0,485,5,11,1
76.0,485,5,11,1
77.0,485,5,11,1
78.0,485,5,11,1
79.0,485,5,11,1
80.0,485,4,12,1
81.0,485,4,12,1
82.0,485,4,12,1
83.0,485,4,12,1
84.0,485,4,12,1
85.0,485,4,12,1
86.0,485,4,12,1
87.0,485,4,12,1
88.0,485,4,12,1
89.0,485,4,12,1
90.0,485,4,12,1
91.0,485,3,13,1
92.0,485,3,13,1
93.0,485,3,13,1
94.0,485,3,13,1
95.0,485,2,14,1
96.0,485,2,14,1
97.0,485,2,14,1
98.0,485,2,14,1
99.0,485,2,14,1
100.0,485,2,14,1
101.0,485,2,14,1
102.0,485,1,15,1
103.0,485,0,16,1
104.0,485,0,16,1
105.0,485,0,16,1
106.0,485,0,16,1
107.0,485,0,16,1
108.0,485,0,16,1
109.0,485,0,16,1
110.0,485,0,16,1
111.0,485,0,16,1
112.0,485,0,16,1
113.0,485,0,16,1
114.0,485,0,16,1
115.0,485,0,16,1
116.0,485,0,16,1
117.0,485,0,16,1
118.0,485,0,16,1
119.0,485,0,16,1
120.0,485,0,16,1
121.0,485,0,16,1
122.0,485,0,16,1
123.0,485,0,16,1
124.0,485,0,16,1
125.0,485,0,16,1
126.0,485,0,16,1
127.0,485,0,16,1
128.0,485,0,16,1
129.0,485,0,16,1
130.0,485,0,16,1
131.0,485,0,16,1
132.0,485,0,16,1
133.0,485,0,16,1
134.0,485,0,16,1
135.0,485,0,16,1
136.0,485,0,16,1
137.0,485,0,16,1
138.0,485,0,16,1
139.0,485,0,16,1
140.0,485,0,16,1
141.0,485,0,16,1
142.0,485,0,16,1
143.0,485,0,16,1
144.0,485,0,16,1
145.0,485,0,16,1
146.0,485,0,16,1
147.0,485,0,16,1
148.0,485,0,16,1
149.0,485,0,16,1
150.0,485,0,16,1
151.0,485,0,16,1
152.0,485,0,16,1
153.0,485,0,16,1
154.0,485,0,16,1
155.0,485,0,16,1
156.0,485,0,16,1
157.0,485,0,16,1
158.0,485,0,16,1
159.0,485,0,16,1
160.0,485,0,16,1
161.0,485,0,16,1
162.0,485,0,16,1
163.0,485,0,16,1
164.0,485,0,16,1
165.0,485,0,16,1
166.0,485,0,16,1
167.0,485,0,16,1
168.0,485,0,16,1
169.0,485,0,16,1
170.0,485,0,16,1
171.0,485,0,16,1
172.0,485,0,16,1
173.0,485,0,16,1
174.0,485,0,16,1
175.0,485,0,16,1
176.0,485,0,16,1
177.0,485,0,16,1
178.0,485,0,16,1
179.0,485,0,16,1
180.0,485,0,16,1
181.0,485,0,16,1
182.0,485,0,16,1
183.0,485,0,16,1
184.0,485,0,16,1
185.0,485,0,16,1
186.0,485,0,16,1
187.0,485,0,16,1
188.0,485,0,16,1
189.0,485,0,16,1
190.0,485,0,16,1
191.0,485,0,16,1
192.0,485,0,16,1
193.0,485,0,16,1
194.0,485,0,16,1
195.0,485,0,16,1
196.0,485,0,16,1
197.0,485,0,16,1
198.0,485,0,16,1
199.0,485,0,16,1
200.0,485,0,16,1
201.0,485,0,16,1
202.0,485,0,16,1
203.0,485,0,16,1
204.0,485,0,16,1
205.0,485,0,16,1
206.0,485,0,16,1
207.0,485,0,16,1
208.0,485,0,16,1
209.0,485,0,16,1
210.0,485,0,16,1
211.0,485,0,16,1
212.0,485,0,16,1
213.0,485,0,16,1
214.0,485,0,16,1
215.0,485,0,16,1
216.0,485,0,16,1
217.0,485,0,16,1
218.0,485,0,16,1
219.0,485,0,16,1
