"tick","Normal_Count","Infected_Count","Recovered_Count","Dead_Count"
1.0,499,3,0,0
2.0,498,4,0,0
3.0,497,5,0,0
4.0,497,5,0,0
5.0,497,5,0,0
6.0,497,5,0,0
7.0,496,6,0,0
8.0,495,7,0,0
9.0,495,7,0,0
10.0,495,7,0,0
11.0,494,8,0,0
12.0,493,9,0,0
13.0,492,10,0,0
14.0,492,10,0,0
15.0,492,10,0,0
16.0,491,11,0,0
17.0,487,15,0,0
18.0,487,15,0,0
19.0,486,16,0,0
20.0,485,17,0,0
21.0,484,18,0,0
22.0,483,19,0,0
23.0,482,20,0,0
24.0,480,22,0,0
25.0,479,23,0,0
26.0,478,24,0,0
27.0,478,24,0,0
28.0,478,24,0,0
29.0,477,25,0,0
30.0,476,26,0,0
31.0,475,26,1,0
32.0,475,26,1,0
33.0,474,27,1,0
34.0,473,28,1,0
35.0,471,30,1,0
36.0,470,31,1,0
37.0,468,29,4,1
38.0,467,30,4,1
39.0,465,32,4,1
40.0,460,37,4,1
41.0,459,36,6,1
42.0,458,36,7,1
43.0,455,39,7,1
44.0,453,41,7,1
45.0,452,41,8,1
46.0,452,39,9,2
47.0,447,44,9,2
48.0,447,43,10,2
49.0,445,44,11,2
50.0,445,41,14,2
51.0,445,40,15,2
52.0,445,39,16,2
53.0,445,39,16,2
54.0,445,38,16,3
55.0,445,36,18,3
56.0,445,36,18,3
57.0,445,35,18,4
58.0,445,35,18,4
59.0,443,37,18,4
60.0,443,37,18,4
61.0,443,36,19,4
62.0,443,35,19,5
63.0,443,35,19,5
64.0,443,35,19,5
65.0,443,35,19,5
66.0,442,36,19,5
67.0,441,37,19,5
68.0,439,37,21,5
69.0,438,37,22,5
70.0,436,37,24,5
71.0,435,34,28,5
72.0,435,32,29,6
73.0,435,32,29,6
74.0,435,31,30,6
75.0,434,30,31,7
76.0,434,30,31,7
77.0,434,30,31,7
78.0,434,29,31,8
79.0,434,28,32,8
80.0,434,27,33,8
81.0,434,26,33,9
82.0,434,23,34,11
83.0,433,23,35,11
84.0,433,23,35,11
85.0,431,24,36,11
86.0,431,23,37,11
87.0,431,22,37,12
88.0,431,22,37,12
89.0,431,21,38,12
90.0,431,19,38,14
91.0,430,19,39,14
92.0,430,19,39,14
93.0,429,19,40,14
94.0,429,17,40,16
95.0,429,16,40,17
96.0,427,18,40,17
97.0,427,18,40,17
98.0,427,18,40,17
99.0,425,20,40,17
100.0,424,20,41,17
101.0,422,19,43,18
102.0,421,18,45,18
103.0,421,16,47,18
104.0,421,15,48,18
105.0,421,14,49,18
106.0,421,14,49,18
107.0,421,14,49,18
108.0,421,14,49,18
109.0,420,15,49,18
110.0,420,15,49,18
111.0,420,14,50,18
112.0,420,13,50,19
113.0,420,12,51,19
114.0,419,13,51,19
115.0,418,14,51,19
116.0,417,14,52,19
117.0,417,13,53,19
118.0,417,13,53,19
119.0,417,12,54,19
120.0,417,12,54,19
121.0,417,12,54,19
122.0,417,11,55,19
123.0,417,11,55,19
