Dead_Count,Infected_Count,Normal_Count,Recovered_Count,tick
0.0,2.4,499.6,0.0,0.5
0.0,2.6,499.4,0.0,1.0
0.0,2.8,499.2,0.0,1.5
0.0,2.8,499.2,0.0,2.0
0.0,3.0,499.0,0.0,2.5
0.0,3.6,498.4,0.0,3.0
0.0,3.4,498.2,0.4,3.5
0.0,4.2,497.4,0.4,4.0
0.0,4.4,496.8,0.8,4.5
0.0,4.4,496.8,0.8,5.0
0.0,5.2,496.0,0.8,5.5
0.0,5.8,495.4,0.8,6.0
0.0,6.6,494.6,0.8,6.5
0.0,6.8,494.4,0.8,7.0
0.0,8.0,493.2,0.8,7.5
0.0,8.8,492.4,0.8,8.0
0.0,9.8,491.4,0.8,8.5
0.0,10.8,490.4,0.8,9.0
0.0,12.0,489.2,0.8,9.5
0.0,13.2,488.0,0.8,10.0
0.0,13.6,487.2,1.2,10.5
0.0,15.0,485.8,1.2,11.0
0.0,16.0,484.8,1.2,11.5
0.0,16.8,483.8,1.4,12.0
0.0,17.6,483.0,1.4,12.5
0.0,17.8,482.6,1.6,13.0
0.0,18.8,481.6,1.6,13.5
0.0,20.2,480.2,1.6,14.0
0.0,21.8,478.4,1.8,14.5
0.0,22.0,477.8,2.2,15.0
0.0,22.6,477.0,2.4,15.5
0.0,22.8,476.4,2.8,16.0
0.0,23.0,475.6,3.4,16.5
0.0,23.0,475.0,4.0,17.0
0.0,23.8,474.0,4.2,17.5
0.4,24.4,473.0,4.2,18.0
0.6,23.8,472.4,5.2,18.5
0.6,24.2,471.6,5.6,19.0
0.6,25.0,470.6,5.8,19.5
0.6,26.0,469.2,6.2,20.0
0.6,26.0,468.8,6.6,20.5
0.8,26.6,467.6,7.0,21.0
0.8,27.2,466.6,7.4,21.5
0.8,27.4,466.0,7.8,22.0
0.8,27.2,465.6,8.4,22.5
1.0,27.0,465.2,8.8,23.0
1.6,28.0,463.6,8.8,23.5
1.6,27.2,463.2,10.0,24.0
1.6,27.4,462.6,10.4,24.5
1.6,26.8,462.4,11.2,25.0
1.6,26.6,462.0,11.8,25.5
1.6,26.6,461.2,12.6,26.0
1.8,26.4,460.8,13.0,26.5
2.4,25.6,460.8,13.2,27.0
2.6,25.4,460.4,13.6,27.5
2.6,25.6,460.0,13.8,28.0
2.8,25.8,459.6,13.8,28.5
3.0,26.2,459.0,13.8,29.0
3.0,26.8,458.0,14.2,29.5
3.2,27.2,457.4,14.2,30.0
3.2,26.8,457.2,14.8,30.5
4.0,26.2,457.0,14.8,31.0
4.0,26.4,456.2,15.4,31.5
4.2,26.2,455.6,16.0,32.0
4.4,26.0,455.2,16.4,32.5
4.6,25.4,455.0,17.0,33.0
4.8,25.6,454.4,17.2,33.5
5.0,25.2,453.6,18.2,34.0
5.2,25.2,453.0,18.6,34.5
5.2,25.8,451.8,19.2,35.0
5.4,24.0,451.4,21.2,35.5
5.8,23.0,451.0,22.2,36.0
6.4,22.6,450.8,22.2,36.5
6.8,22.0,450.4,22.8,37.0
7.2,21.8,449.8,23.2,37.5
7.6,21.6,449.6,23.2,38.0
7.6,21.2,449.2,24.0,38.5
7.8,21.0,448.8,24.4,39.0
7.8,20.8,448.6,24.8,39.5
8.0,20.8,447.8,25.4,40.0
8.2,20.6,447.8,25.4,40.5
8.6,19.8,447.8,25.8,41.0
8.6,19.4,447.6,26.4,41.5
8.8,19.0,447.6,26.6,42.0
9.0,19.0,447.2,26.8,42.5
9.0,18.0,447.2,27.8,43.0
9.4,17.2,447.0,28.4,43.5
9.4,17.2,447.0,28.4,44.0
9.6,16.0,447.0,29.4,44.5
10.2,15.4,446.8,29.6,45.0
10.2,15.0,446.6,30.2,45.5
10.2,15.0,446.6,30.2,46.0
10.2,15.2,446.0,30.6,46.5
10.6,14.4,446.0,31.0,47.0
10.8,13.4,445.8,32.0,47.5
11.0,13.0,445.4,32.6,48.0
11.0,12.8,445.4,32.8,48.5
11.2,12.4,445.4,33.0,49.0
11.2,12.6,444.8,33.4,49.5
11.4,12.0,444.6,34.0,50.0
12.2,10.0,444.2,35.6,50.5
12.4,9.6,444.0,36.0,51.0
12.6,8.6,444.0,36.8,51.5
12.6,7.8,444.0,37.6,52.0
12.8,7.2,444.0,38.0,52.5
12.8,7.0,443.8,38.4,53.0
13.0,6.6,443.8,38.6,53.5
13.0,6.4,443.8,38.8,54.0
